Date,Open,High,Low,Close,Adj Close,Volume
2018-01-19,0.539288,1.697010,0.534627,1.515950,1.515950,17465100
2018-01-20,1.493890,1.858910,1.127550,1.249690,1.249690,20750800
2018-01-21,1.254120,1.292330,1.009390,1.044570,1.044570,8653360
2018-01-22,1.029970,1.048870,0.692245,0.875838,0.875838,6859960
2018-01-23,0.872048,0.877112,0.641947,0.764534,0.764534,4031830
2018-01-24,0.756694,0.757562,0.666560,0.738312,0.738312,3972700
2018-01-25,0.743883,0.749617,0.642501,0.698890,0.698890,3965760
2018-01-26,0.706576,0.820280,0.644165,0.820280,0.820280,4793950
2018-01-27,0.820519,1.087900,0.814485,1.033770,1.033770,9892060
2018-01-28,1.037770,1.103340,0.870578,0.954039,0.954039,5438170
2018-01-29,0.936362,0.959048,0.761180,0.827330,0.827330,3120240
2018-01-30,0.824925,0.842464,0.594241,0.671926,0.671926,3431250
2018-01-31,0.673776,0.722246,0.612334,0.680466,0.680466,2161090
2018-02-01,0.679760,0.737812,0.503635,0.587177,0.587177,3038610
2018-02-02,0.588841,0.588841,0.417404,0.541611,0.541611,2447200
2018-02-03,0.548575,0.596260,0.499154,0.577193,0.577193,1934110
2018-02-04,0.573894,0.577038,0.452272,0.452272,0.452272,1132860
2018-02-05,0.458221,0.482665,0.290725,0.343118,0.343118,1499930
2018-02-06,0.348950,0.460961,0.275638,0.444417,0.444417,2302810
2018-02-07,0.439809,0.473985,0.379144,0.424757,0.424757,1351560
2018-02-08,0.411923,0.479440,0.392971,0.437950,0.437950,1206670
2018-02-09,0.439722,0.461946,0.402729,0.452531,0.452531,987404
2018-02-10,0.460298,0.461926,0.383217,0.402794,0.402794,1041510
2018-02-11,0.397330,0.403052,0.342298,0.373370,0.373370,778810
2018-02-12,0.376106,0.421724,0.366332,0.406303,0.406303,1702230
2018-02-13,0.406382,0.412446,0.356996,0.362296,0.362296,1386780
2018-02-14,0.361957,0.416411,0.359636,0.416411,0.416411,1515440
2018-02-15,0.417962,0.427640,0.379838,0.389025,0.389025,1476100
2018-02-16,0.387702,0.398467,0.323640,0.360823,0.360823,1547380
2018-02-17,0.362158,0.414321,0.355107,0.398163,0.398163,1324370
2018-02-18,0.391669,0.391669,0.332836,0.364095,0.364095,958446
2018-02-19,0.362143,0.381196,0.353806,0.359394,0.359394,669817
2018-02-20,0.359569,0.412259,0.340046,0.378012,0.378012,1558280
2018-02-21,0.378126,0.378126,0.332997,0.348541,0.348541,634193
2018-02-22,0.342089,0.362295,0.306412,0.309009,0.309009,657212
2018-02-23,0.312299,0.343459,0.297092,0.322044,0.322044,584760
2018-02-24,0.320312,0.331431,0.300732,0.320564,0.320564,685591
2018-02-25,0.320139,0.355460,0.317645,0.351748,0.351748,818277
2018-02-26,0.353447,0.411286,0.350483,0.399285,0.399285,2487780
2018-02-27,0.401480,0.407083,0.349650,0.362172,0.362172,1317020
2018-02-28,0.359038,0.359780,0.331885,0.331885,0.331885,877622
2018-03-01,0.331850,0.368763,0.330557,0.357597,0.357597,576275
2018-03-02,0.359189,0.432270,0.353480,0.372367,0.372367,2409880
2018-03-03,0.373596,0.414888,0.359509,0.373228,0.373228,901588
2018-03-04,0.372814,0.386165,0.354826,0.360532,0.360532,363084
2018-03-05,0.359049,0.380751,0.358171,0.367783,0.367783,544286
2018-03-06,0.367424,0.367424,0.332802,0.339678,0.339678,433435
2018-03-07,0.340425,0.344009,0.294318,0.301727,0.301727,554380
2018-03-08,0.300810,0.306464,0.253070,0.265634,0.265634,965520
2018-03-09,0.265294,0.301410,0.241990,0.300390,0.300390,667017
2018-03-10,0.299973,0.312666,0.262340,0.263530,0.263530,504754
2018-03-11,0.262701,0.288237,0.254214,0.280013,0.280013,379215
2018-03-12,0.279584,0.292046,0.245223,0.263982,0.263982,631796
2018-03-13,0.262464,0.272070,0.243130,0.255453,0.255453,447195
2018-03-14,0.257932,0.263443,0.205115,0.210291,0.210291,723906
2018-03-15,0.209962,0.261324,0.184665,0.195661,0.195661,635188
2018-03-16,0.192938,0.203679,0.183505,0.198134,0.198134,349846
2018-03-17,0.198357,0.199166,0.170650,0.173974,0.173974,200033
2018-03-18,0.173673,0.173673,0.142733,0.172365,0.172365,489570
2018-03-19,0.171125,0.201694,0.167450,0.179873,0.179873,672066
2018-03-20,0.181620,0.194176,0.172046,0.188428,0.188428,457850
2018-03-21,0.187336,0.206163,0.183128,0.192214,0.192214,402439
2018-03-22,0.191681,0.197022,0.167895,0.177242,0.177242,546769
2018-03-23,0.177231,0.178507,0.146268,0.165148,0.165148,1099210
2018-03-24,0.167691,0.179705,0.166546,0.168384,0.168384,723127
2018-03-25,0.166272,0.179849,0.164612,0.165448,0.165448,284854
2018-03-26,0.165218,0.172741,0.147111,0.153877,0.153877,262398
2018-03-27,0.153161,0.159330,0.141689,0.144320,0.144320,394537
2018-03-28,0.142869,0.152488,0.135417,0.139040,0.139040,333863
2018-03-29,0.139240,0.143378,0.121164,0.123448,0.123448,234804
2018-03-30,0.123114,0.125357,0.104718,0.121583,0.121583,350218
2018-03-31,0.120680,0.131683,0.120680,0.126569,0.126569,191470
2018-04-01,0.126594,0.130854,0.106828,0.114620,0.114620,401546
2018-04-02,0.115029,0.121039,0.112234,0.115394,0.115394,348683
2018-04-03,0.115507,0.132088,0.114475,0.130665,0.130665,208655
2018-04-04,0.130030,0.132336,0.114294,0.118074,0.118074,127102
2018-04-05,0.117998,0.121298,0.111870,0.119405,0.119405,170489
2018-04-06,0.118880,0.119715,0.107989,0.112097,0.112097,184403
2018-04-07,0.112108,0.151141,0.111598,0.134045,0.134045,1235090
2018-04-08,0.134964,0.144624,0.119945,0.133711,0.133711,466349
2018-04-09,0.133602,0.145985,0.123902,0.125759,0.125759,848496
2018-04-10,0.126102,0.132043,0.121573,0.127342,0.127342,543341
2018-04-11,0.127501,0.150314,0.123633,0.143761,0.143761,430725
2018-04-12,0.144866,0.166067,0.136796,0.164614,0.164614,748188
2018-04-13,0.162327,0.182041,0.154799,0.164176,0.164176,564886
2018-04-14,0.164127,0.181222,0.163816,0.172811,0.172811,353193
2018-04-15,0.173159,0.438242,0.172220,0.224564,0.224564,732647
2018-04-16,0.225594,0.245490,0.195052,0.205560,0.205560,1004560
