Date,Open,High,Low,Close,Adj Close,Volume
2020-11-19,0.068019,0.068021,0.037390,0.038197,0.038197,38755818
2020-11-20,0.038197,0.042957,0.033579,0.035878,0.035878,17329732
2020-11-21,0.035878,0.039864,0.032672,0.037811,0.037811,16055734
2020-11-22,0.037811,0.042065,0.035263,0.041603,0.041603,10629011
2020-11-23,0.041602,0.053923,0.038529,0.046931,0.046931,24675225
2020-11-24,0.047041,0.052533,0.039965,0.041456,0.041456,17452316
2020-11-25,0.041593,0.044040,0.037891,0.039072,0.039072,13938911
2020-11-26,0.039038,0.039110,0.032049,0.035771,0.035771,8755447
2020-11-27,0.035804,0.038852,0.033033,0.036647,0.036647,8538122
2020-11-28,0.036647,0.040361,0.036647,0.037732,0.037732,7100519
2020-11-29,0.037678,0.039526,0.036612,0.037292,0.037292,3346146
2020-11-30,0.037291,0.039061,0.035936,0.036977,0.036977,4516056
2020-12-01,0.037061,0.038315,0.034352,0.035254,0.035254,5112940
2020-12-02,0.035254,0.037047,0.034308,0.036138,0.036138,4428554
2020-12-03,0.036138,0.040612,0.036100,0.038882,0.038882,5946040
2020-12-04,0.038504,0.043567,0.037491,0.039658,0.039658,12591495
2020-12-05,0.039559,0.045728,0.037864,0.044997,0.044997,11798358
2020-12-06,0.045078,0.049041,0.042497,0.043152,0.043152,14891394
2020-12-07,0.042873,0.055005,0.042179,0.052159,0.052159,23093401
2020-12-08,0.052208,0.062375,0.050484,0.053199,0.053199,51832476
2020-12-09,0.053404,0.059540,0.044690,0.055963,0.055963,34283876
2020-12-10,0.055900,0.057236,0.048206,0.049287,0.049287,16114612
2020-12-11,0.049271,0.049271,0.042459,0.045691,0.045691,16568694
2020-12-12,0.045680,0.053726,0.045545,0.051275,0.051275,14899458
2020-12-13,0.051349,0.055098,0.049021,0.051581,0.051581,12064336
2020-12-14,0.051551,0.056529,0.050571,0.052419,0.052419,14636797
2020-12-15,0.052347,0.053339,0.048557,0.049169,0.049169,10001797
2020-12-16,0.049288,0.052023,0.046377,0.051482,0.051482,12608574
2020-12-17,0.051251,0.051775,0.044677,0.045952,0.045952,11723796
2020-12-18,0.045986,0.052923,0.044357,0.049175,0.049175,16658074
2020-12-19,0.049189,0.057979,0.048253,0.056294,0.056294,23498454
2020-12-20,0.056366,0.062396,0.052047,0.052047,0.052047,27864250
2020-12-21,0.051993,0.058085,0.048320,0.050809,0.050809,16031677
2020-12-22,0.050716,0.055393,0.047845,0.055105,0.055105,12553327
2020-12-23,0.055164,0.055184,0.042714,0.046797,0.046797,12307379
2020-12-24,0.046786,0.050340,0.044322,0.048608,0.048608,5971663
2020-12-25,0.048657,0.049035,0.043948,0.045845,0.045845,6883185
2020-12-26,0.045783,0.047864,0.043859,0.044222,0.044222,5475422
2020-12-27,0.044348,0.045473,0.041025,0.043107,0.043107,7868626
2020-12-28,0.043097,0.048659,0.042436,0.045642,0.045642,8154417
2020-12-29,0.045635,0.046841,0.038898,0.040830,0.040830,6929512
2020-12-30,0.040764,0.042066,0.038681,0.041833,0.041833,5100144
2020-12-31,0.041834,0.043711,0.041495,0.041583,0.041583,3044989
2021-01-01,0.041602,0.045112,0.041375,0.042181,0.042181,3357315
2021-01-02,0.042185,0.043137,0.039550,0.040865,0.040865,3489036
2021-01-03,0.040949,0.044933,0.039075,0.041209,0.041209,5652873
